CREATE TABLE
 setseed 
---------
 
(1 row)

INSERT 0 200
 id  |        value        
  83 |  -51.08808399868181 |  -42.01251370619232
  84 |                     |  -42.01251370619232
  85 |  -80.75837218100617 | -122.77088588719849
  86 |    64.7424889400483 | -58.028396947150185
  87 | -20.272897693143932 |  -78.30129464029412
  88 |                     |  -78.30129464029412
  89 |  34.542196822642524 |  -43.75909781765159
  90 |  28.593103298339173 |  -15.16599451931242
  91 |                     |  -15.16599451931242
  92 |                     |  -15.16599451931242
  93 |   95.61441993311277 |   80.44842541380035
  94 |  -88.40544694212085 |  -7.957021528320496
  95 |                     |  -7.957021528320496
  96 | -17.259794522620098 | -25.216816050940594
  97 |  13.044440523287903 |  -12.17237552765269
  98 |  24.669209979431628 |  12.496834451778938
  99 |   70.19148727157756 |    82.6883217233565
 100 |                     |    82.6883217233565
 101 |                     |    82.6883217233565
 102 |   42.18269795714491 |   124.8710196805014
 103 |                     |   124.8710196805014
 104 |                     |   124.8710196805014
 105 | -47.162910777345246 |   77.70810890315616
 106 |   32.99180094578986 |  110.69990984894602
 107 |  -77.30752276847852 |    33.3923870804675
 108 | -38.920763061791774 |  -5.528375981324274
 109 |  -41.87495665891845 |  -47.40333264024272
 110 |   39.06534738068643 |   -8.33798525955629
 111 |   79.75623147609099 |    71.4182462165347
 112 |   42.56077719724232 |  113.97902341377701
 113 |                     |  113.97902341377701
 114 |                     |  113.97902341377701
 115 |   6.095164219168225 |  120.07418763294524
 116 |                     |  120.07418763294524
 117 |     73.599220436855 |  193.67340806980025
 118 |  -43.81816993308334 |   149.8552381367169
 119 |  -29.94008054964823 |  119.91515758706868
 120 |                     |  119.91515758706868
 121 |                     |  119.91515758706868
 122 |  -62.96821456225885 |  56.946943024809826
 123 |  -92.50271511255832 | -35.555772087748494
 124 |  57.470694261558464 |   21.91492217380997
 125 |    90.1635089539532 |  112.07843112776317
 126 |  -98.27626715811348 |  13.802163969649683
 127 |   98.13836233813404 |  111.94052630778373
 128 |  33.261100124013154 |  145.20162643179688
 129 |                     |  145.20162643179688
 130 |                     |  145.20162643179688
 131 |  -41.75512116438327 |  103.44650526741361
 132 |   73.02017944553327 |   176.4666847129469
 133 |  -17.75903801571488 |    158.707646697232
 134 |  -74.11237097956516 |   84.59527571766685
 135 |   46.60664485281458 |  131.20192057048143
 136 |   35.42021297601892 |  166.62213354650035
 137 |  -44.23181353737462 |  122.39032000912573
 138 | -27.146954825365555 |   95.24336518376018
 139 |   -94.5959334052283 |  0.6474317785318817
 140 | -2.0676626594500647 |  -1.420230880918183
 141 |  -48.24022201658593 | -49.660452897504115
 142 |   60.57096966386055 |  10.910516766356437
 143 | -14.147139271737075 | -3.2366225053806374
 144 |   78.74957496278299 |   75.51295245740235
 145 |  -4.278430189607008 |   71.23452226779534
 146 |   96.44984332877655 |   167.6843655965719
 147 |                     |   167.6843655965719
 148 |                     |   167.6843655965719
 149 |                     |   167.6843655965719
 150 |   98.81086354463093 |   266.4952291412028
 151 | -26.477863752889164 |  240.01736538831364
 152 |                     |  240.01736538831364
 153 |                     |  240.01736538831364
 154 |                     |  240.01736538831364
 155 |                     |  240.01736538831364
 156 |   16.08204693135633 |  256.09941231966997
 157 |   70.69925960207541 |   326.7986719217454
 158 |                     |   326.7986719217454
 159 | -36.103680409767236 |   290.6949915119782
 160 |                     |   290.6949915119782
 161 |  60.876844537071406 |   351.5718360490496
 162 |   4.607028395587065 |  356.17886444463664
 163 |   80.66685184255675 |   436.8457162871934
 164 |  -94.27872218391684 |  342.56699410327656
 165 |   47.48106242184633 |   390.0480565251229
 166 |   87.87318255840404 |   477.9212390835269
 167 | -27.098155938591617 |   450.8230831449353
 168 | -18.519208490373273 |  432.30387465456204
 169 |  3.0775154894712387 |   435.3813901440333
 170 |  -70.17409446502398 |   365.2072956790093
 171 |                     |   365.2072956790093
 172 |   45.43619537029926 |   410.6434910493085
 173 |                     |   410.6434910493085
 174 |  16.921820419966593 |   427.5653114692751
 175 |  27.481989423596076 |   455.0473008928712
 176 |  -49.63076414010743 |  405.41653675276376
 177 |                     |  405.41653675276376
 178 |  14.933776083004346 |  420.35031283576814
 179 |  -87.64444154574633 |  332.70587129002183
 180 |  -7.191749041037809 |    325.514122248984
 181 |   43.60765484380735 |   369.1217770927914
 182 | -13.343892420154901 |  355.77788467263645
 183 |                     |  355.77788467263645
 184 |   58.58043432260587 |   414.3583189952423
 185 |                     |   414.3583189952423
 186 |  -51.41286816056905 |  362.94545083467324
 187 | -20.390997747355044 |  342.55445308731817
 188 |    92.8265094316707 |   435.3809625189889
 189 |                     |   435.3809625189889
 190 |  24.723485765855457 |  460.10444828484435
 191 |                     |  460.10444828484435
 192 |                     |  460.10444828484435
 193 |  14.430704706970232 |   474.5351529918146
 194 |  -4.743723739660766 |   469.7914292521538
 195 |   -48.3871887172711 |   421.4042405348827
 196 |  -31.73114554223133 |   389.6730949926514
 197 |   34.27958598556131 |   423.9526809782127
 198 |                     |   423.9526809782127
 199 |  -59.02172978998621 |  364.93095118822646
 200 |  24.800265582720016 |   389.7312167709465
(200 rows)

 id  |        value        |   Cummulative Sum   |        step         
-----+---------------------+---------------------+---------------------
   1 |                     |                     |                    
   2 |   -95.3091452171904 |   -95.3091452171904 |                    
   3 |  12.056912275934906 |   -83.2522329412555 |  107.36605749312531
   4 |  -76.61960380988972 | -159.87183675114522 |  -88.67651608582463
   5 |   61.12054683373458 |  -98.75128991741065 |   137.7401506436243
   6 |  -83.16887681302063 | -181.92016673043128 |  -144.2894236467552
   7 |                     | -181.92016673043128 |                    
   8 |  3.5140326743139383 | -178.40613405611734 |                    
   9 |  -6.231424794162166 |  -184.6375588502795 |  -9.745457468476104
  10 |                     |  -184.6375588502795 |                    
  11 |                     |  -184.6375588502795 |                    
  12 | -41.856157883264444 | -226.49371673354395 |                    
  13 |   67.16202378722684 |  -159.3316929463171 |  109.01818167049129
  14 |                     |  -159.3316929463171 |                    
  15 |   54.53082099377866 | -104.80087195253844 |                    
  16 |                     | -104.80087195253844 |                    
  17 |   98.60245427180772 |  -6.198417680730728 |                    
  18 |   -82.5788289057023 |  -88.77724658643302 |    -181.18128317751
  19 |  -35.42585161561007 |  -124.2030982020431 |  47.152977290092224
  20 | -14.891504387791343 | -139.09460258983444 |  20.534347227818728
  21 |   85.29509464086473 | -53.799507948969705 |  100.18659902865608
  22 |    81.8778225137855 |    28.0783145648158 | -3.4172721270792294
  23 |                     |    28.0783145648158 |                    
  24 |   84.49202604201105 |  112.57034060682685 |                    
  25 |                     |  112.57034060682685 |                    
  26 |                     |  112.57034060682685 |                    
  27 | -13.185715998727687 |   99.38462460809916 |                    
  28 |                     |   99.38462460809916 |                    
  29 |   26.83714196785516 |  126.22176657595432 |                    
  30 |  -78.48861151013935 |   47.73315506581497 | -105.32575347799451
  31 |  -26.88919382776689 |   20.84396123804808 |   51.59941768237246
  32 |  -46.24769722108866 | -25.403735983040576 |  -19.35850339332177
  33 |  -95.06997138158724 | -120.47370736462781 |  -48.82227416049858
  34 | -14.778612140126057 | -135.25231950475387 |   80.29135924146118
  35 |                     | -135.25231950475387 |                    
  36 |  14.242595917821177 |  -121.0097235869327 |                    
  37 |  -44.17442919722845 | -165.18415278416114 | -58.417025115049626
  38 |                     | -165.18415278416114 |                    
  39 |                     | -165.18415278416114 |                    
  40 |  3.9891437310487277 | -161.19500905311241 |                    
  41 |  -5.256172533231052 | -166.45118158634347 |   -9.24531626427978
  42 |                     | -166.45118158634347 |                    
  43 |   8.166133559985411 | -158.28504802635806 |                    
  44 |   92.72255033793257 |  -65.56249768842548 |   84.55641677794716
  45 |   6.293039124640387 |  -59.26945856378509 |  -86.42951121329219
  46 |                     |  -59.26945856378509 |                    
  47 | -31.946844999136204 |   -91.2163035629213 |                    
  48 |   85.36518614894248 | -5.8511174139788125 |  117.31203114807869
  49 |                     | -5.8511174139788125 |                    
  50 | -31.964507956242727 |  -37.81562537022154 |                    
  51 |   75.90730546587494 |    38.0916800956534 |  107.87181342211767
  52 |  -86.01953555340671 |  -47.92785545775331 | -161.92684101928165
  53 |  10.085932018468924 | -37.841923439284386 |   96.10546757187564
  54 |                     | -37.841923439284386 |                    
  55 |                     | -37.841923439284386 |                    
  56 |                     | -37.841923439284386 |                    
  57 |  12.117826458147363 | -25.724096981137023 |                    
  58 |  -45.17631513450624 |  -70.90041211564326 |   -57.2941415926536
  59 |                     |  -70.90041211564326 |                    
  60 |  26.545482220658556 |  -44.35492989498471 |                    
  61 |  -4.362779685528295 |    -48.717709580513 |  -30.90826190618685
  62 |                     |    -48.717709580513 |                    
  63 |                     |    -48.717709580513 |                    
  64 |   78.06198377523046 |  29.344274194717457 |                    
  65 |                     |  29.344274194717457 |                    
  66 |  -8.118076996382229 |  21.226197198335228 |                    
  67 |                     |  21.226197198335228 |                    
  68 |  -22.18280322978714 |  -0.956606031451912 |                    
  69 |                     |  -0.956606031451912 |                    
  70 |  15.346043451059188 |  14.389437419607276 |                    
  71 |   57.68584250222659 |   72.07527992183387 |  42.339799051167404
  72 |                     |   72.07527992183387 |                    
  73 |   42.12931951975705 |  114.20459944159091 |                    
  74 | -15.717558208243787 |   98.48704123334713 | -57.846877728000834
  75 |  -17.88865110058495 |   80.59839013276218 | -2.1710928923411643
  76 |    -92.392016556159 |  -11.79362642339683 |  -74.50336545557406
  77 |  1.1374129598557658 | -10.656213463541064 |   93.52942951601477
  78 |   33.96944776443078 |  23.313234300889718 |   32.83203480457502
  79 |   82.42057813082297 |  105.73381243171269 |   48.45113036639219
  80 |                     |  105.73381243171269 |                    
  81 |   -96.6582421392232 |   9.075570292489488 |                    
  82 |                     |   9.075570292489488 |                    
  83 |  -51.08808399868181 |  -42.01251370619232 |                    
  84 |                     |  -42.01251370619232 |                    
  85 |  -80.75837218100617 | -122.77088588719849 |                    
  86 |    64.7424889400483 | -58.028396947150185 |  145.50086112105447
  87 | -20.272897693143932 |  -78.30129464029412 |  -85.01538663319224
  88 |                     |  -78.30129464029412 |                    
  89 |  34.542196822642524 |  -43.75909781765159 |                    
  90 |  28.593103298339173 |  -15.16599451931242 | -5.9490935243033505
  91 |                     |  -15.16599451931242 |                    
  92 |                     |  -15.16599451931242 |                    
  93 |   95.61441993311277 |   80.44842541380035 |                    
  94 |  -88.40544694212085 |  -7.957021528320496 | -184.01986687523362
  95 |                     |  -7.957021528320496 |                    
  96 | -17.259794522620098 | -25.216816050940594 |                    
  97 |  13.044440523287903 |  -12.17237552765269 |     30.304235045908
  98 |  24.669209979431628 |  12.496834451778938 |  11.624769456143724
  99 |   70.19148727157756 |    82.6883217233565 |   45.52227729214593
 100 |                     |    82.6883217233565 |                    
 101 |                     |    82.6883217233565 |                    
 102 |   42.18269795714491 |   124.8710196805014 |                    
 103 |                     |   124.8710196805014 |                    
 104 |                     |   124.8710196805014 |                    
 105 | -47.162910777345246 |   77.70810890315616 |                    
 106 |   32.99180094578986 |  110.69990984894602 |   80.15471172313511
 107 |  -77.30752276847852 |    33.3923870804675 | -110.29932371426838
 108 | -38.920763061791774 |  -5.528375981324274 |  38.386759706686746
 109 |  -41.87495665891845 |  -47.40333264024272 | -2.9541935971266753
 110 |   39.06534738068643 |   -8.33798525955629 |   80.94030403960488
 111 |   79.75623147609099 |    71.4182462165347 |  40.690884095404556
 112 |   42.56077719724232 |  113.97902341377701 |  -37.19545427884867
 113 |                     |  113.97902341377701 |                    
 114 |                     |  113.97902341377701 |                    
 115 |   6.095164219168225 |  120.07418763294524 |                    
 116 |                     |  120.07418763294524 |                    
 117 |     73.599220436855 |  193.67340806980025 |                    
 118 |  -43.81816993308334 |   149.8552381367169 | -117.41739036993835
 119 |  -29.94008054964823 |  119.91515758706868 |   13.87808938343511
 120 |                     |  119.91515758706868 |                    
 121 |                     |  119.91515758706868 |                    
 122 |  -62.96821456225885 |  56.946943024809826 |                    
 123 |  -92.50271511255832 | -35.555772087748494 |  -29.53450055029947
 124 |  57.470694261558464 |   21.91492217380997 |  149.97340937411678
 125 |    90.1635089539532 |  112.07843112776317 |  32.692814692394734
 126 |  -98.27626715811348 |  13.802163969649683 | -188.43977611206668
 127 |   98.13836233813404 |  111.94052630778373 |  196.41462949624753
 128 |  33.261100124013154 |  145.20162643179688 |  -64.87726221412089
 129 |                     |  145.20162643179688 |                    
 130 |                     |  145.20162643179688 |                    
 131 |  -41.75512116438327 |  103.44650526741361 |                    
 132 |   73.02017944553327 |   176.4666847129469 |  114.77530060991654
 133 |  -17.75903801571488 |    158.707646697232 |  -90.77921746124815
 134 |  -74.11237097956516 |   84.59527571766685 |  -56.35333296385028
 135 |   46.60664485281458 |  131.20192057048143 |  120.71901583237974
 136 |   35.42021297601892 |  166.62213354650035 | -11.186431876795666
 137 |  -44.23181353737462 |  122.39032000912573 |  -79.65202651339354
 138 | -27.146954825365555 |   95.24336518376018 |  17.084858712009066
 139 |   -94.5959334052283 |  0.6474317785318817 |  -67.44897857986274
 140 | -2.0676626594500647 |  -1.420230880918183 |   92.52827074577823
 141 |  -48.24022201658593 | -49.660452897504115 |  -46.17255935713587
 142 |   60.57096966386055 |  10.910516766356437 |  108.81119168044648
 143 | -14.147139271737075 | -3.2366225053806374 |  -74.71810893559763
 144 |   78.74957496278299 |   75.51295245740235 |   92.89671423452006
 145 |  -4.278430189607008 |   71.23452226779534 |     -83.02800515239
 146 |   96.44984332877655 |   167.6843655965719 |  100.72827351838356
 147 |                     |   167.6843655965719 |                    
 148 |                     |   167.6843655965719 |                    
 149 |                     |   167.6843655965719 |                    
 150 |   98.81086354463093 |   266.4952291412028 |                    
 151 | -26.477863752889164 |  240.01736538831364 |  -125.2887272975201
 152 |                     |  240.01736538831364 |                    
 153 |                     |  240.01736538831364 |                    
 154 |                     |  240.01736538831364 |                    
 155 |                     |  240.01736538831364 |                    
 156 |   16.08204693135633 |  256.09941231966997 |                    
 157 |   70.69925960207541 |   326.7986719217454 |  54.617212670719084
 158 |                     |   326.7986719217454 |                    
 159 | -36.103680409767236 |   290.6949915119782 |                    
 160 |                     |   290.6949915119782 |                    
 161 |  60.876844537071406 |   351.5718360490496 |                    
 162 |   4.607028395587065 |  356.17886444463664 |  -56.26981614148434
 163 |   80.66685184255675 |   436.8457162871934 |   76.05982344696969
 164 |  -94.27872218391684 |  342.56699410327656 |  -174.9455740264736
 165 |   47.48106242184633 |   390.0480565251229 |  141.75978460576317
 166 |   87.87318255840404 |   477.9212390835269 |   40.39212013655771
 167 | -27.098155938591617 |   450.8230831449353 | -114.97133849699566
 168 | -18.519208490373273 |  432.30387465456204 |   8.578947448218344
 169 |  3.0775154894712387 |   435.3813901440333 |  21.596723979844512
 170 |  -70.17409446502398 |   365.2072956790093 |  -73.25160995449522
 171 |                     |   365.2072956790093 |                    
 172 |   45.43619537029926 |   410.6434910493085 |                    
 173 |                     |   410.6434910493085 |                    
 174 |  16.921820419966593 |   427.5653114692751 |                    
 175 |  27.481989423596076 |   455.0473008928712 |  10.560169003629483
 176 |  -49.63076414010743 |  405.41653675276376 |   -77.1127535637035
 177 |                     |  405.41653675276376 |                    
 178 |  14.933776083004346 |  420.35031283576814 |                    
 179 |  -87.64444154574633 |  332.70587129002183 | -102.57821762875068
 180 |  -7.191749041037809 |    325.514122248984 |   80.45269250470852
 181 |   43.60765484380735 |   369.1217770927914 |   50.79940388484516
 182 | -13.343892420154901 |  355.77788467263645 | -56.951547263962254
 183 |                     |  355.77788467263645 |                    
 184 |   58.58043432260587 |   414.3583189952423 |                    
 185 |                     |   414.3583189952423 |                    
 186 |  -51.41286816056905 |  362.94545083467324 |                    
 187 | -20.390997747355044 |  342.55445308731817 |  31.021870413214003
 188 |    92.8265094316707 |   435.3809625189889 |  113.21750717902574
 189 |                     |   435.3809625189889 |                    
 190 |  24.723485765855457 |  460.10444828484435 |                    
 191 |                     |  460.10444828484435 |                    
 192 |                     |  460.10444828484435 |                    
 193 |  14.430704706970232 |   474.5351529918146 |                    
 194 |  -4.743723739660766 |   469.7914292521538 | -19.174428446630998
 195 |   -48.3871887172711 |   421.4042405348827 | -43.643464977610336
 196 |  -31.73114554223133 |   389.6730949926514 |   16.65604317503977
 197 |   34.27958598556131 |   423.9526809782127 |   66.01073152779264
 198 |                     |   423.9526809782127 |                    
 199 |  -59.02172978998621 |  364.93095118822646 |                    
 200 |  24.800265582720016 |   389.7312167709465 |   83.82199537270623
(200 rows)

CREATE FUNCTION
CREATE FUNCTION
CREATE AGGREGATE
CREATE FUNCTION
 id  |        value        |   Cummulative Sum   |        step         |  Running max step  
-----+---------------------+---------------------+---------------------+--------------------
   1 |                     |                   0 |                     |                  0
   2 |   -95.3091452171904 |   -95.3091452171904 |                   0 |                  0
   3 |  12.056912275934906 |   -83.2522329412555 |  107.36605749312531 | 107.36605749312531
   4 |  -76.61960380988972 | -159.87183675114522 |  -88.67651608582463 | 107.36605749312531
   5 |   61.12054683373458 |  -98.75128991741065 |   137.7401506436243 |  137.7401506436243
   6 |  -83.16887681302063 | -181.92016673043128 |  -144.2894236467552 |  137.7401506436243
   7 |                     | -181.92016673043128 |  -83.16887681302063 |  137.7401506436243
   8 |  3.5140326743139383 | -178.40613405611734 |   86.68290948733457 |  137.7401506436243
   9 |  -6.231424794162166 |  -184.6375588502795 |  -9.745457468476104 |  137.7401506436243
  10 |                     |  -184.6375588502795 |  -6.231424794162166 |  137.7401506436243
  11 |                     |  -184.6375588502795 |  -6.231424794162166 |  137.7401506436243
  12 | -41.856157883264444 | -226.49371673354395 |  -35.62473308910228 |  137.7401506436243
  13 |   67.16202378722684 |  -159.3316929463171 |  109.01818167049129 |  137.7401506436243
  14 |                     |  -159.3316929463171 |   67.16202378722684 |  137.7401506436243
  15 |   54.53082099377866 | -104.80087195253844 | -12.631202793448182 |  137.7401506436243
  16 |                     | -104.80087195253844 |   54.53082099377866 |  137.7401506436243
  17 |   98.60245427180772 |  -6.198417680730728 |  44.071633278029054 |  137.7401506436243
  18 |   -82.5788289057023 |  -88.77724658643302 |    -181.18128317751 |  137.7401506436243
  19 |  -35.42585161561007 |  -124.2030982020431 |  47.152977290092224 |  137.7401506436243
  20 | -14.891504387791343 | -139.09460258983444 |  20.534347227818728 |  137.7401506436243
  21 |   85.29509464086473 | -53.799507948969705 |  100.18659902865608 |  137.7401506436243
  22 |    81.8778225137855 |    28.0783145648158 | -3.4172721270792294 |  137.7401506436243
  23 |                     |    28.0783145648158 |    81.8778225137855 |  137.7401506436243
  24 |   84.49202604201105 |  112.57034060682685 |   2.614203528225545 |  137.7401506436243
  25 |                     |  112.57034060682685 |   84.49202604201105 |  137.7401506436243
  26 |                     |  112.57034060682685 |   84.49202604201105 |  137.7401506436243
  27 | -13.185715998727687 |   99.38462460809916 |  -97.67774204073874 |  137.7401506436243
  28 |                     |   99.38462460809916 | -13.185715998727687 |  137.7401506436243
  29 |   26.83714196785516 |  126.22176657595432 |   40.02285796658285 |  137.7401506436243
  30 |  -78.48861151013935 |   47.73315506581497 | -105.32575347799451 |  137.7401506436243
  31 |  -26.88919382776689 |   20.84396123804808 |   51.59941768237246 |  137.7401506436243
  32 |  -46.24769722108866 | -25.403735983040576 |  -19.35850339332177 |  137.7401506436243
  33 |  -95.06997138158724 | -120.47370736462781 |  -48.82227416049858 |  137.7401506436243
  34 | -14.778612140126057 | -135.25231950475387 |   80.29135924146118 |  137.7401506436243
  35 |                     | -135.25231950475387 | -14.778612140126057 |  137.7401506436243
  36 |  14.242595917821177 |  -121.0097235869327 |  29.021208057947234 |  137.7401506436243
  37 |  -44.17442919722845 | -165.18415278416114 | -58.417025115049626 |  137.7401506436243
